original_code,original_name,translated_name,HCAT3_name,HCAT3_code
9,Onverharde landingsbaan of veiligheidszones op vliegvelden,Unpaved runway or airport safety zones,not_known_and_other,3399000000
9569,Plantgoed en teeltmateriaal van niet-vlinderbloemige groenten,Planting material and propagating material of non-leguminous vegetables,fresh_vegetables,3301070000
9730,Meerjarige fruitteelten hoogstam (appel),Perennial fruit crops standard (apple),apples,3303010200
9535,Wortel (niet-vroege) (consumptie) - vers,Carrot (non-early) (consumption) - fresh,carrots_daucus,3301290300
8541,Courgettes - industrie,Zucchini - industry,zucchini_courgette,3301140600
9577,Snijbloemen andere dan rozen < 5 jaar,Cut flowers other than roses < 5 years,flowers_ornamental_plants,3301080000
9715,Druiven,Grapes,vineyards_wine_vine_rebland_grapes,3303060000
9543,Knolselder - vers,Celeriac - fresh,celeriac,3301250100
9822,Hop,Hop,hops,3301060200
959,Peterselie - vers,Parsley - fresh,parsly,3301061227
341,Winterhaver,winter oats,winter_oats,3301010501
8556,Pompoenen - industrie,Pumpkins - industry,pumpkin_squash_gourd,3301140400
9525,Broccoli - vers,Broccoli - fresh,broccoli,3301210202
906,Zoete aardappel,Sweet potato,sweet_potatoes,3301040000
9517,Rabarber - vers,Rhubarb - fresh,rhubarb,3301230000
884,Miscanthus,miscanthus,miscanthus_silvergrass,3301083000
51,Voedererwten (niet voor menselijke consumptie),Field peas (not for human consumption),peas,3301020600
39,Andere granen (bv. Mengkoren),Other grains (e.g. mixed wheat),unspecified_cereals,3301011500
9548,Groene selder - vers,Green celery - fresh,celery,3301250000
9590,Solitaire bomen,Solitary Trees,tree_wood_forest,3306000000
9713,Meerjarige fruitteelten (pruim),Perennial fruit crops (plum),orchards_fruits,3303010000
34,Japanse haver,Japanese oats,oats,3301010500
856,Andere kruiden - industrie,Other herbs - industry,aromatic_medicinal_culinary_plants_spices_herbs,3301061200
8564,Wortel (vroege) (consumptie) - industrie,Carrot (early) (consumption) - industry,carrots_daucus,3301290300
731,Eenjarige luzerne,Annual Alfalfa,alfalfa_lucerne,3301090301
9534,(Knol)venkel - vers,(tuber) fennel - fresh,fennel,3301170000
9620,Andere kolen - vers,Other cabbages - fresh,brassica_oleracea_cabbage,3301210200
8540,Witte kool - industrie,White cabbage - industry,white_cabbage,3301210212
744,Mengsel van vlinderbloemigen,Mixture of legumes,legumes_dried_pulses_protein_crops,3301020000
8517,Rabarber - industrie,Rhubarb - industry,rhubarb,3301230000
9527,Rode kool - vers,Red cabbage - fresh,red_cabbage,3301210210
9582,Rozelaars,Roses,roses,3301083700
931,Erwten (andere dan droog geoogst) - vers,Peas (other than dry harvested) - fresh,peas,3301020600
645,Phacelia,Phacelia,phacelia,3301061400
8546,Savooikool - industrie,Savoy cabbage - industry,savoy_cabbage,3301210211
8409,Pastinaak - industrie,Parsnip - industry,parsnips,3301290500
9530,Raap - vers,Turnip - fresh,turnips,3301290800
898,Permacultuur,permaculture,permanent_crops_perennial,3303000000
9564,Wortel (vroege) (consumptie) - vers,Carrot (early) (consumption) - fresh,carrots_daucus,3301290300
9723,Andere bessen,Other berries,berries_berry_species,3303020000
9572,Bloembollen en -knollen,Flower bulbs and tubers,flowers_ornamental_plants,3301080000
722,Meerjarige klaver,Perennial Clover,clover,3301090303
883,Bebossing (korte omlooptijd),Afforestation (short rotation),afforestation_reforestation,3306010000
10,Bomenrijen,Rows of trees,tree_wood_forest,3306000000
6031,Zaaizaad wintertarwe of triticale,Winter wheat or triticale seed,winter_common_soft_wheat,3301010101
643,Gele mosterd,Yellow mustard,mustard,3301210100
541,Mengteelt wintertarwe of triticale en vlinderbloemige,Mixed cultivation of winter wheat or triticale and leguminous plants,winter_common_soft_wheat,3301010101
381,Sorghum,Sorghum,millet_sorghum,3301010900
9202,Walnoten,walnuts,walnuts,3303030600
9721,Braambessen,blackberries,blackberry,3303020200
9726,"Meerjarige fruitteelten (zoete kers, hoogstam)",Perennial fruit crops (sweet cherry standard),cherry_cherries,3303010400
9537,Andijvie - vers,Endive - fresh,endive,3301310300
9542,Veldsla - vers,Lamss lettuce - fresh,lambs_lettuce_rapunzel,3301310500
9563,Ajuinen (vroege) - vers,Onions (early) - fresh,onions,3301220400
9554,Cucumbers - fresh,Cucumbers - fresh,cucumber_pickle,3301140100
894,Bebossing met contract voor 2008,Afforestation with contract for 2008,afforestation_reforestation,3306010000
639,Snijrogge,cutting rye,rye,3301010300
743,Andere voedergewassen,Other fodder crops,fodder_roots,3301050000
9553,Paprika - vers,Bell pepper - fresh,bell_pepper_paprika,3301300100
542,Mengteelt andere granen en vlinderbloemige (bv. erwten en gerst),Mixed cultivation of other cereals and leguminous plants (e.g. peas and barley),other_cereals,3301019900
8548,Groene selder - industrie,Green celery - industry,celery,3301250000
9532,Rode biet - vers,Beetroot - fresh,beetroot_beets,3301290200
9519,Spinazie - vers,Spinach - fresh,spinach,3301310800
9573,"Groene kamerplanten (ficus, ...)",Green houseplants (ficus ...),flowers_ornamental_plants,3301080000
9456,Butternutpompoenen - vers,Butternut Squashes - Fresh,pumpkin_squash_gourd,3301140400
957,Geneeskrachtige en aromatische planten en kruiden,Medicinal and aromatic plants and herbs,aromatic_medicinal_culinary_plants_spices_herbs,3301061200
8911,Bebossing loofbomen-economisch,Afforestation of deciduous trees-economical,afforestation_reforestation,3306010000
653,Soedangras,Sudan grass,poaceae_grasses,3301090200
8527,Rode kool - industrie,Red cabbage - industry,red_cabbage,3301210210
9719,Stekelbessen,gooseberries,gooseberry_gooseberries_cranberries,3303020700
94,Snijbonen - vers,String beans - fresh,beans,3301020100
932,Tuin- en veldbonen (Vicia faba) - vers,Broad beans (Vicia faba) - fresh,beans,3301020100
8559,Andere groenten - industrie,Other vegetables - industry,fresh_vegetables,3301070000
8915,Bebossing populieren,Poplar afforestation,afforestation_reforestation,3306010000
9574,"Bloeiende kamerplanten (kalanchoÃ«, ...)",Flowering houseplants (kalanchoe ...),flowers_ornamental_plants,3301080000
9821,Tabak,Tobacco,tobacco,3301060100
603,Zaaizaad graangewassen,Seed cereals,cereal,3301010000
723,Rode klaver,red clover,clover,3301090303
9409,Pastinaak - vers,Parsnip - fresh,parsnips,3301290500
963,Wijmenaanplantingen,vine plantations,vineyards_wine_vine_rebland_grapes,3303060000
9536,Champignons (loods),Mushrooms (shed),mushrooms_energy_genetically_modified_crops,3304000000
37,Boekweit,Buckwheat,buckwheat,3301150200
656,Bladrammenas,fodder radish,radish,3301290600
9201,Hazelnoten,hazelnuts,hazelnuts_hazel,3303030200
8524,Boerenkool - industrie,Kale - industry,kale,3301210208
43,Sojabonen,soybeans,soy_soybeans,3301160000
8,Volkstuinpark,People garden park,not_known_and_other,3399000000
42,Zonnebloempitten,sunflower seeds,sunflower,3301060500
382,Quinoa,Quinoa,quinoa,3301150300
8525,Broccoli - industrie,Broccoli - industry,broccoli,3301210202
9551,Bleekselder - vers,Celery - fresh,celery,3301250000
648,Andere vlinderbloemige groenbedekker,Other leguminous green cover plants,legumes_harvested_green,3301090300
9729,Kiwibes,kiwi berry,kiwi,3303010700
897,Bos,Forest,tree_wood_forest,3306000000
8412,Flageolets (voor de boon) - industrie,Flageolets (for the bean) - industry,beans,3301020100
864,Basilicum - industrie,Basil - industry,basil,3301061207
8529,Koolrabi - industrie,Kohlrabi - industry,kohlrabi,3301210209
9526,Chinese kool - vers,Chinese cabbage - fresh,chinese_cabbage,3301210205
9555,Aubergines - vers,Eggplants - fresh,aubergine_eggplant,3301260000
9587,Snijbloemen andere dan rozen >= 5 jaar,Cut flowers other than roses >= 5 years,flowers_ornamental_plants,3301080000
859,Peterselie - industrie,Parsley - industry,parsly,3301061227
8511,Asperges - industrie,Asparagus - industry,asparagus,3301200000
332,Zomerrogge,summer rye,spring_rye,3301010302
605,Zaaizaad groenten,Seed vegetables,fresh_vegetables,3301070000
872,Andere hennep dan vezelhennep (niet voor menselijke consumptie),Hemp other than fiber hemp (not for human consumption),hemp_cannabis,3301061000
865,Bieslook - industrie,Chives - industry,chives,3301220100
8539,Bladselder - industrie,Celery leaves - industry,celery,3301250000
4121,Zomerkoolzaad,summer rapeseed,summer_rapeseed_rape,3301060403
8551,Bleekselder - industrie,Celery - industry,celery,3301250000
9531,Radijs - vers,Radish - fresh,radish,3301290600
721,Eenjarige klaver,annual clover,clover,3301090303
922,Vezelhennep (bestemd voor vezelproductie),Fiber hemp (intended for fiber production),hemp_cannabis,3301061000
85,Andere bedekking,Other cover,not_known_and_other,3399000000
8557,Andere alternatieve slasoorten - industrie,Other alternative lettuce varieties - industry,salads_lettuce_leaf_vegetables,3301310000
746,Voederrapen,Fodder Turnips,fodder_roots,3301050000
8515,Witloof (forcerie) - industrie,Chicory (force) - industry,chicory_chicories,3301310200
8544,Ijsbergsla - industrie,Iceberg lettuce - industry,iceberg,3301310400
9412,Flageolets (voor de boon) - vers,Flageolets (for the bean) - fresh,beans,3301020100
9533,Schorseneer - vers,Salsify - fresh,salsify,3301084000
960,Kervel - vers,Chervil - fresh,chervil,3301061214
9575,Snijplanten < 5 jaar,Cut plants < 5 years,flowers_ornamental_plants,3301080000
972,Andere eenjarige fruitteelten,Other annual fruit crops,orchards_fruits,3303010000
8518,Kropsla - industrie,lettuce - industry,salads_lettuce_leaf_vegetables,3301310000
8530,Raap - industrie,Turnip - industry,turnips,3301290800
8534,(Knol)venkel - industrie,Fennel (tuber) - industry,fennel,3301170000
8620,Andere kolen - industrie,Other coal - industry,brassica_oleracea_cabbage,3301210200
8912,Bebossing naaldbomen,Afforestation of conifers,afforestation_reforestation,3306010000
44,Andere oliehoudende zaden,Other oilseeds,oilseed_crops,3301060800
323,Brouwgerst,brewing barley,barley,3301010400
8528,Koolraap - industrie,Turnip - Industry,turnips,3301290800
742,Voederwortelen,Fodder carrots,carrots_daucus,3301290300
8550,Rammenas - industrie,Black radish - industry,radish,3301290600
9524,Boerenkool - vers,Kale - fresh,kale,3301210208
9529,Koolrabi - vers,Kohlrabi - fresh,kohlrabi,3301210209
9544,Ijsbergsla - vers,Iceberg lettuce - fresh,iceberg,3301310400
9550,Rammenas - vers,Black radish - fresh,radish,3301290600
9720,Zwarte bessen,Blackcurrants,blackcurrant_cassis,3303020300
9731,Meerjarige fruitteelten hoogstam (peer),Perennial fruit crops standard (pear),orchards_fruits,3303010000
8456,Butternutpompoenen - industrie,Butternut Squashes - Industry,pumpkin_squash_gourd,3301140400
9576,Snijbloemen - rozen,Cut flowers - roses,roses,3301083700
8537,Andijvie - industrie,Endive - industry,endive,3301310300
9539,Bladselder - vers,Celery leaves - fresh,leaf_celery,3301250200
9585,Snijplanten >= 5 jaar,Cut plants >= 5 years,flowers_ornamental_plants,3301080000
9728,Meerjarige fruitteelten (perzik),Perennial fruit crops (peach),peach,3303011100
9812,Cichorei (koffiesurrogaat),Chicory (coffee substitute),chicory_chicories,3301310200
860,Kervel - industrie,Chervil - industry,chervil,3301061214
8542,Veldsla - industrie,Lambs lettuce - industry,lambs_lettuce_rapunzel,3301310500
9568,Plantgoed en teeltmateriaal van vlinderbloemige groenten,Planting material and propagating material of leguminous vegetables,fresh_vegetables,3301070000
45,Olievlas (geen vezelvlas),Oil flax (no fiber flax),flax_linseed_oil,3301060702
741,Voederkool (bladkool),Feed cabbage (leafy cabbage),brassica_oleracea_cabbage,3301210200
9513,Sjalotten - vers,Shallots - fresh,shallot,3301220600
961,Wortelpeterselie - vers verbruik,Carrot parsley - fresh consumption,parsly,3301061227
965,Bieslook - vers verbruik,Chives - fresh consumption,chives,3301220100
9545,Raketsla - Rucola - vers,Rocket salad - Arugula - fresh,rocket_arugula,3301310600
9566,Zaden voor de sierteelt,Seeds for floriculture,arable_land_seed_seedlings,3301100000
602,Teeltmateriaal wijnstokken,Cultivation material vines,vineyards_wine_vine_rebland_grapes,3303060000
606,Zaaizaad voedergewassen,Seeds for fodder plants,arable_land_seed_seedlings,3301100000
638,Festulolium,Festulolium,festulolium,3301090204
983,Engelwortel - industrie,Angelica - industry,angelica,3301061204
9528,Koolraap - vers,Turnip - fresh,turnips,3301290800
53,Niet-bittere lupinen,Sweet Lupins,sweet_lupins,3301020700
383,Gierst,Millet,millet_sorghum,3301010900
747,Wikke,vetch,vetches,3301090305
863,Wortelpeterselie - industrie,Parsley root - industry,parsly,3301061227
964,Basilicum - vers verbruik,Basil - fresh consumption,basil,3301061207
4122,Zomerraapzaad,summer rapeseed,summer_rapeseed_rape,3301060403
8513,Sjalotten - industrie,Shallots - industry,shallot,3301220600
9586,Artisjok - vers,Artichoke - fresh,artichoke,3301270000
