original_code,original_name,translated_name,HCAT3_name,HCAT3_code,HCAT2_name,HCAT2_code
2302,Natuurlijk grasland (begraasd) met beperkte landbouwact.,Natural grassland (grazed) with limited agricultural act.,pasture_meadow_grassland_grass,3302000000,temporary_grass,3301090100
2303,Overige natuurterreinen,Other nature areas,not_known_and_other,3399000000,not_known_and_other,3399000000
2304,"Heide, begraasd","heath, grazed",pasture_meadow_grassland_grass,3302000000,temporary_grass,3301090100
2636,Overig landschapselement,Other landscape element,not_known_and_other,3399000000,other_arable_land_crops,3301990000
2650,Erwten inclusief schokkers (droog te oogsten),Peas including shockers (harvest dry),peas,3301020600,other_arable_land_crops,3301990000
2651,"Bieten, voeder- (inclusief aardperen)","Beets, fodder (including Jerusalem artichokes)",root_vegetables,3301290000,unspecified_root_vegetables,3301299800
2653,Graszaad (inclusief klaverzaad),Grass seed (including clover seed),temporary_grass,3301090100,temporary_grass,3301090100
2713,"Bloemkool, productie","Cauliflower, production",cauliflower,3301210204,cauliflower,3301210204
2714,"Bloemkool, zaden en opkweekmateriaal","Cauliflower, seeds and growing material",cauliflower,3301210204,cauliflower,3301210204
2733,"Meloen, productie","Melon, production",melon,3301140300,melon,3301140300
2734,"Meloen, zaden en opkweekmateriaal","Melon, seeds and propagation material",melon,3301140300,melon,3301140300
2738,"Koolraap, zaden en opkweekmateriaal","rutabaga, seeds and propagation material",swede_rutabaga,3301210500,kohlrabi,3301210209
2740,"Koolrabi, zaden en opkweekmateriaal","Kohlrabi, seeds and propagation material",kohlrabi,3301210209,kohlrabi,3301210209
2746,"Paksoi, zaden en opkweekmateriaal","Pak choi, seeds and propagation material",bok_choy_pak_choi,3301210201,bok_choy_pak_choi,3301210201
2749,"Prei, productie","Leek, production",leek,3301220300,leek,3301220300
2750,"Prei, zaden en opkweekmateriaal","Leek, seeds and propagation material",leek,3301220300,leek,3301220300
2951,"Aardappelen, consumptie op klei/lssgrond","Potatoes, consumption on clay/lss soil",potatoes,3301030000,potatoes,3301030000
3501,Beemdlangbloem,meadow fescue,festuca_fescue,3301090202,temporary_grass,3301090100
3516,Rietzwenkgras,Tall fescue,festuca_fescue,3301090202,clover,3301090303
3718,"Grasland, natuurlijk","Grassland, of course",pasture_meadow_grassland_grass,3302000000,temporary_grass,3301090100
3719,Heide,heath,not_known_and_other,3399000000,other_arable_land_crops,3301990000
3720,"Faunaranden, grasland","Fauna margins, grassland",pasture_meadow_grassland_grass,3302000000,temporary_grass,3301090100
3721,"Faunaranden, bouwland","Fauna margins, arable land",other_arable_land_crops,3301990000,other_arable_land_crops,3301990000
3722,Overige natuurterreinen,Other natural areas,not_known_and_other,3399000000,not_known_and_other,3399000000
3730,"Aardappelen, poot op klei/lssgrond (NAK)","Potatoes, seed on clay/lss soil (NAK)",potatoes,3301030000,potatoes,3301030000
3731,"Aardappelen, poot op zand/veengrond (NAK)","Potatoes, seed on sand/peat soil (NAK)",potatoes,3301030000,potatoes,3301030000
3732,"Aardappelen, zetmeel (incl. TBM-pootgoed)","Potatoes, starch (incl. TBM seed potatoes)",potatoes,3301030000,potatoes,3301030000
3792,"Aardappelen, consumptie op zand/veengrond","potatoes, starch",potatoes,3301030000,potatoes,3301030000
3806,"Boomkwekerijgewassen en vaste planten, open grond","Nursery crops and perennials, open ground",nurseries_nursery,3303070000,unspecified_permanent_crops,3303120000
6632,Zoete aardappelen,Sweet potatoes,sweet_potatoes,3301040000,sweet_potatoes,3301040000
6636,Naakte haver,Naked oats,oats,3301010500,unspecified_season_oats,3301010599
